YR,RK,SNM,SCR,ID,STYP,FND,RGN,USC,APS_APS,BGT_MCT,BGT_UBGT,BPS_BPS,BR_BCNT_SUM,CPSS_CPS,EHS_EHS,FACLT_EQP_TPC,FACLT_LAS,FACLT_RS_TRS,LBRT_USTL,LPK_LPK,LPS_LPS,LS_LB_SUM,LS_LU_SUM,SPK_SPK,STL_MCT,STL_USTL,VPS_VPS,VUC_UC_LUC
2016,15,전북대학교,44.91,324,대학,국립,전북,A그룹,.3000000119209289,51401000,16768563000,73.30000305175781,1681495,26764,0,2,328,66,17981068000,0,5.199999809265137,132662,13798,.800000011920929,53554668,17981068000,31.39999961853028,700092
2016,16,아주대학교,44.86,264,대학,사립,경기,A그룹,5.199999809265137,66550000,6626298000,73.69999694824219,1034476,123529.3,12,12,314,75,6866188000,16.700000762939453,1.600000023841858,3307,407,13.300000190734863,71029360,6866188000,35.20000076293945,38000
2016,17,경상국립대학교,44.85,37,대학,국립,경남,A그룹,1.600000023841858,170000000,64381550000,75.9000015258789,1735902,26976.9,125,206,12421,1706,83157517000,0,7,269788,25752,0,184872360,83157517000,32.599998474121094,988361
2016,18,가톨릭대학교,44.8,6,대학,사립,경기,A그룹,1.5,191939900,0,96.5999984741211,1051523,0,17.299999237060547,215,11098,2167,0,.6000000238418579,1.5,11128,1673,1.100000023841858,191890000,0,85.5,383105
2016,19,인하대학교,44.74,316,대학,사립,인천,A그룹,1.399999976158142,73000000,12415410000,78.4000015258789,1617080,60337,30,8,150,62,12758551000,9.5,5.599999904632568,112258,9879,9.5,73430081,12758551000,98.1999969482422,1223191
2016,20,건국대학교,44.69,18,대학,사립,서울,A그룹,2.0999999046325684,188400000,54308739000,65,1293879,28841,0,124,20454,1239,52375804000,0,2.700000047683716,4734,791,.699999988079071,174228655,52375804000,39,61750
2016,21,충남대학교,44.59,357,대학,국립,대전,A그룹,1.100000023841858,8472000,2858424000,68.5,1658863,8674.3,17.5,40,4850,1206,3214178000,1.100000023841858,.699999988079071,888,284,1.2999999523162842,4727480,3214178000,.5,500
2016,22,서강대학교,44.45,191,대학,사립,서울,A그룹,1.5,1023143000,88309848000,107,1195704,132141.1,35,91,4480,813,120881814000,1.399999976158142,.5,83,35,1.5,1064793000,120881814000,.3000000119209289,34
2016,23,강원대학교,44.44,14,대학,국립,강원,A그룹,1.100000023841858,0,0,69.9000015258789,1673224,0,3.799999952316284,187,7677,827,0,.5,3.0999999046325684,21581,2007,1.2999999523162842,0,0,3.200000047683716,20095
2016,24,중앙대학교,44.42,339,대학,사립,서울,A그룹,.8999999761581421,6000000,2173692000,67.80000305175781,1956274,7208,0,2,250,55,2796134000,0,2.5,20032,3080,0,5788000,2796134000,20.299999237060547,136752
2016,25,동국대학교,44.41,135,대학,사립,서울,A그룹,1.7999999523162842,37000000,22571164000,76.4000015258789,1326756,7774.8,0,168,11122,1915,19962752000,0,2.5999999046325684,18012,2066,0,34069000,19962752000,69.80000305175781,327856
